HGT_ID,Sequence_query,Sequence_subject,query_congtig_id,subject_contig_id,MAG 1,MAG 2,q_start,q_end,s_start,s_end,query_length,subject_length,Length,Identity,End Match,Full Match,details
HGT_seq_125,NODE_119_length_4836_cov_15.973227_1429_4836,NODE_78_length_7287_cov_15.993363_1_3409,NODE_119_length_4836_cov_15.973227,NODE_78_length_7287_cov_15.993363,s_9002000001373308_1.strict.fa,s_9002000001455931_25.permissive.fa,1429,4836,1,3409,4836,7287,3409,99.443,True,False,"['NODE_119_length_4836_cov_15.973227', 1429, 4836, 3409, 's_9002000001373308_1.strict.fa', 'NODE_78_length_7287_cov_15.993363', 1, 3409, 's_9002000001455931_25.permissive.fa']"
HGT_seq_126,NODE_207_length_2896_cov_11.380852_1_2871,NODE_82_length_6449_cov_9.386612_3579_6449,NODE_207_length_2896_cov_11.380852,NODE_82_length_6449_cov_9.386612,s_9002000001215917_3.strict.fa,s_9002000001410650_3.permissive.fa,1,2871,3579,6449,2896,6449,2871,99.164,True,True,"['NODE_207_length_2896_cov_11.380852', 1, 2871, 2871, 's_9002000001215917_3.strict.fa', 'NODE_82_length_6449_cov_9.386612', 3579, 6449, 's_9002000001410650_3.permissive.fa']"
HGT_seq_127,NODE_50_length_10773_cov_14.729520_1734_5424,NODE_131_length_3699_cov_13.959385_3691_1,NODE_50_length_10773_cov_14.729520,NODE_131_length_3699_cov_13.959385,s_9002000001247124_37.permissive.fa,s_9002000001462195_20.permissive.fa,1734,5424,3691,1,10773,3699,3691,99.485,False,True,"['NODE_50_length_10773_cov_14.729520', 1734, 5424, 3691, 's_9002000001247124_37.permissive.fa', 'NODE_131_length_3699_cov_13.959385', 3691, 1, 's_9002000001462195_20.permissive.fa']"
HGT_seq_128,NODE_20_length_14028_cov_17.165176_8629_11957,NODE_6_length_25406_cov_10.697026_18328_21661,NODE_20_length_14028_cov_17.165176,NODE_6_length_25406_cov_10.697026,s_9002000001215917_3.strict.fa,s_9002000001392831_7.strict.fa,8629,11957,18328,21661,14028,25406,3337,99.191,False,False,"['NODE_20_length_14028_cov_17.165176', 8629, 11957, 3337, 's_9002000001215917_3.strict.fa', 'NODE_6_length_25406_cov_10.697026', 18328, 21661, 's_9002000001392831_7.strict.fa']"
HGT_seq_129,NODE_121_length_4848_cov_11.410182_1_3421,NODE_174_length_3428_cov_8.746516_7_3428,NODE_121_length_4848_cov_11.410182,NODE_174_length_3428_cov_8.746516,s_9002000001215917_3.strict.fa,s_9002000001446502_20.permissive.fa,1,3421,7,3428,4848,3428,3422,99.269,True,True,"['NODE_121_length_4848_cov_11.410182', 1, 3421, 3422, 's_9002000001215917_3.strict.fa', 'NODE_174_length_3428_cov_8.746516', 7, 3428, 's_9002000001446502_20.permissive.fa']"
HGT_seq_130,NODE_266_length_1774_cov_10.171030_1_1508,NODE_155_length_3205_cov_9.945079_1698_3205,NODE_266_length_1774_cov_10.171030,NODE_155_length_3205_cov_9.945079,s_9002000001215917_3.strict.fa,s_9002000001334186_16.strict.fa,1,1508,1698,3205,1774,3205,1508,99.735,True,False,"['NODE_266_length_1774_cov_10.171030', 1, 1508, 1508, 's_9002000001215917_3.strict.fa', 'NODE_155_length_3205_cov_9.945079', 1698, 3205, 's_9002000001334186_16.strict.fa']"
HGT_seq_131,NODE_50_length_10773_cov_14.729520_1_641,NODE_213_length_2522_cov_6.424807_1882_2522,NODE_50_length_10773_cov_14.729520,NODE_213_length_2522_cov_6.424807,s_9002000001247124_37.permissive.fa,s_9002000001446502_20.permissive.fa,1,641,1882,2522,10773,2522,641,99.064,True,False,"['NODE_50_length_10773_cov_14.729520', 1, 641, 641, 's_9002000001247124_37.permissive.fa', 'NODE_213_length_2522_cov_6.424807', 1882, 2522, 's_9002000001446502_20.permissive.fa']"
HGT_seq_132,NODE_288_length_1823_cov_7.101244_1_1823,NODE_198_length_2707_cov_6.739442_816_2637,NODE_288_length_1823_cov_7.101244,NODE_198_length_2707_cov_6.739442,s_9002000001373308_1.strict.fa,s_9002000001484586_20.permissive.fa,1,1823,816,2637,1823,2707,1824,99.232,True,True,"['NODE_288_length_1823_cov_7.101244', 1, 1823, 1824, 's_9002000001373308_1.strict.fa', 'NODE_198_length_2707_cov_6.739442', 816, 2637, 's_9002000001484586_20.permissive.fa']"
HGT_seq_133,NODE_141_length_4290_cov_14.451476_2955_4290,NODE_251_length_38485_cov_25.451574_55_1390,NODE_141_length_4290_cov_14.451476,NODE_251_length_38485_cov_25.451574,s_9002000001247124_37.permissive.fa,s_9002000001479951_31.orig.fa,2955,4290,55,1390,4290,38485,1337,99.252,True,False,"['NODE_141_length_4290_cov_14.451476', 2955, 4290, 1337, 's_9002000001247124_37.permissive.fa', 'NODE_251_length_38485_cov_25.451574', 55, 1390, 's_9002000001479951_31.orig.fa']"
HGT_seq_134,NODE_28_length_12384_cov_13.669478_9321_12384,NODE_8_length_23788_cov_14.118695_1_3064,NODE_28_length_12384_cov_13.669478,NODE_8_length_23788_cov_14.118695,s_9002000001215917_3.strict.fa,s_9002000001476065_22.strict.fa,9321,12384,1,3064,12384,23788,3064,99.51,True,False,"['NODE_28_length_12384_cov_13.669478', 9321, 12384, 3064, 's_9002000001215917_3.strict.fa', 'NODE_8_length_23788_cov_14.118695', 1, 3064, 's_9002000001476065_22.strict.fa']"
HGT_seq_135,NODE_26_length_13666_cov_11.435971_1_6951,NODE_19_length_12654_cov_14.835146_5704_12654,NODE_26_length_13666_cov_11.435971,NODE_19_length_12654_cov_14.835146,s_9002000001334186_16.strict.fa,s_9002000001373308_1.strict.fa,1,6951,5704,12654,13666,12654,6951,99.396,True,False,"['NODE_26_length_13666_cov_11.435971', 1, 6951, 6951, 's_9002000001334186_16.strict.fa', 'NODE_19_length_12654_cov_14.835146', 5704, 12654, 's_9002000001373308_1.strict.fa']"
HGT_seq_136,NODE_4_length_31374_cov_17.170599_1_3130,NODE_140_length_4199_cov_7.236245_1070_4199,NODE_4_length_31374_cov_17.170599,NODE_140_length_4199_cov_7.236245,s_9002000001247124_37.permissive.fa,s_9002000001446502_20.permissive.fa,1,3130,1070,4199,31374,4199,3130,99.201,True,False,"['NODE_4_length_31374_cov_17.170599', 1, 3130, 3130, 's_9002000001247124_37.permissive.fa', 'NODE_140_length_4199_cov_7.236245', 1070, 4199, 's_9002000001446502_20.permissive.fa']"
HGT_seq_137,NODE_16_length_18652_cov_16.056676_16548_18652,NODE_157_length_3986_cov_10.426100_2138_35,NODE_16_length_18652_cov_16.056676,NODE_157_length_3986_cov_10.426100,s_9002000001323502_21.permissive.fa,s_9002000001373308_1.strict.fa,16548,18652,2138,35,18652,3986,2105,99.62,False,False,"['NODE_16_length_18652_cov_16.056676', 16548, 18652, 2105, 's_9002000001323502_21.permissive.fa', 'NODE_157_length_3986_cov_10.426100', 2138, 35, 's_9002000001373308_1.strict.fa']"
HGT_seq_138,NODE_132_length_4498_cov_15.592393_1_2128,NODE_14_length_18987_cov_7.819195_2128_1,NODE_132_length_4498_cov_15.592393,NODE_14_length_18987_cov_7.819195,s_9002000001373308_1.strict.fa,s_9002000001416675_19.permissive.fa,1,2128,2128,1,4498,18987,2128,99.389,True,False,"['NODE_132_length_4498_cov_15.592393', 1, 2128, 2128, 's_9002000001373308_1.strict.fa', 'NODE_14_length_18987_cov_7.819195', 2128, 1, 's_9002000001416675_19.permissive.fa']"
HGT_seq_139,NODE_138_length_4342_cov_7.911127_1_597,NODE_270_length_1742_cov_4.175459_597_1,NODE_138_length_4342_cov_7.911127,NODE_270_length_1742_cov_4.175459,s_9002000001247124_37.permissive.fa,s_9002000001467905_4.permissive.fa,1,597,597,1,4342,1742,597,99.497,True,False,"['NODE_138_length_4342_cov_7.911127', 1, 597, 597, 's_9002000001247124_37.permissive.fa', 'NODE_270_length_1742_cov_4.175459', 597, 1, 's_9002000001467905_4.permissive.fa']"
HGT_seq_140,NODE_16_length_20571_cov_14.790992_16376_16896,NODE_113_length_5084_cov_7.482402_4509_5029,NODE_16_length_20571_cov_14.790992,NODE_113_length_5084_cov_7.482402,s_9002000001247124_37.permissive.fa,s_9002000001410650_3.permissive.fa,16376,16896,4509,5029,20571,5084,521,99.04,False,False,"['NODE_16_length_20571_cov_14.790992', 16376, 16896, 521, 's_9002000001247124_37.permissive.fa', 'NODE_113_length_5084_cov_7.482402', 4509, 5029, 's_9002000001410650_3.permissive.fa']"
HGT_seq_141,NODE_55_length_8533_cov_7.736377_5982_8533,NODE_86_length_6075_cov_9.623754_1425_3976,NODE_55_length_8533_cov_7.736377,NODE_86_length_6075_cov_9.623754,s_9002000001215917_3.strict.fa,s_9002000001287540_19.strict.fa,5982,8533,1425,3976,8533,6075,2552,99.491,False,False,"['NODE_55_length_8533_cov_7.736377', 5982, 8533, 2552, 's_9002000001215917_3.strict.fa', 'NODE_86_length_6075_cov_9.623754', 1425, 3976, 's_9002000001287540_19.strict.fa']"
HGT_seq_142,NODE_5391_length_4016_cov_7.956072_2423_3053,NODE_214_length_3042_cov_8.611316_631_1,NODE_5391_length_4016_cov_7.956072,NODE_214_length_3042_cov_8.611316,s_9002000001312311_33.orig.fa,s_9002000001373308_1.strict.fa,2423,3053,631,1,4016,3042,631,99.842,False,False,"['NODE_5391_length_4016_cov_7.956072', 2423, 3053, 631, 's_9002000001312311_33.orig.fa', 'NODE_214_length_3042_cov_8.611316', 631, 1, 's_9002000001373308_1.strict.fa']"
HGT_seq_143,NODE_121_length_4848_cov_11.410182_1_3458,NODE_90_length_6710_cov_13.390984_3252_6710,NODE_121_length_4848_cov_11.410182,NODE_90_length_6710_cov_13.390984,s_9002000001215917_3.strict.fa,s_9002000001476065_22.strict.fa,1,3458,3252,6710,4848,6710,3459,99.335,True,False,"['NODE_121_length_4848_cov_11.410182', 1, 3458, 3459, 's_9002000001215917_3.strict.fa', 'NODE_90_length_6710_cov_13.390984', 3252, 6710, 's_9002000001476065_22.strict.fa']"
HGT_seq_144,NODE_162_length_3823_cov_7.015658_2982_3823,NODE_135_length_4356_cov_6.497559_1_842,NODE_162_length_3823_cov_7.015658,NODE_135_length_4356_cov_6.497559,s_9002000001373308_1.strict.fa,s_9002000001410650_3.permissive.fa,2982,3823,1,842,3823,4356,842,99.525,True,False,"['NODE_162_length_3823_cov_7.015658', 2982, 3823, 842, 's_9002000001373308_1.strict.fa', 'NODE_135_length_4356_cov_6.497559', 1, 842, 's_9002000001410650_3.permissive.fa']"
HGT_seq_145,NODE_126_length_4714_cov_15.484868_1326_4399,NODE_71_length_8308_cov_12.264995_5234_8308,NODE_126_length_4714_cov_15.484868,NODE_71_length_8308_cov_12.264995,s_9002000001247124_37.permissive.fa,s_9002000001456330_2.permissive.fa,1326,4399,5234,8308,4714,8308,3075,99.122,False,False,"['NODE_126_length_4714_cov_15.484868', 1326, 4399, 3075, 's_9002000001247124_37.permissive.fa', 'NODE_71_length_8308_cov_12.264995', 5234, 8308, 's_9002000001456330_2.permissive.fa']"
HGT_seq_146,NODE_19_length_12654_cov_14.835146_4970_12654,NODE_30_length_14439_cov_10.163376_1_7685,NODE_19_length_12654_cov_14.835146,NODE_30_length_14439_cov_10.163376,s_9002000001373308_1.strict.fa,s_9002000001392831_7.strict.fa,4970,12654,1,7685,12654,14439,7685,99.271,True,False,"['NODE_19_length_12654_cov_14.835146', 4970, 12654, 7685, 's_9002000001373308_1.strict.fa', 'NODE_30_length_14439_cov_10.163376', 1, 7685, 's_9002000001392831_7.strict.fa']"
HGT_seq_147,NODE_28_length_12384_cov_13.669478_9208_12275,NODE_175_length_3068_cov_9.233654_1_3068,NODE_28_length_12384_cov_13.669478,NODE_175_length_3068_cov_9.233654,s_9002000001215917_3.strict.fa,s_9002000001467905_4.permissive.fa,9208,12275,1,3068,12384,3068,3068,99.609,True,True,"['NODE_28_length_12384_cov_13.669478', 9208, 12275, 3068, 's_9002000001215917_3.strict.fa', 'NODE_175_length_3068_cov_9.233654', 1, 3068, 's_9002000001467905_4.permissive.fa']"
HGT_seq_148,NODE_84_length_6384_cov_12.678938_5078_6384,NODE_71_length_8421_cov_10.562874_5320_6624,NODE_84_length_6384_cov_12.678938,NODE_71_length_8421_cov_10.562874,s_9002000001215917_3.strict.fa,s_9002000001287540_19.strict.fa,5078,6384,5320,6624,6384,8421,1307,99.235,False,False,"['NODE_84_length_6384_cov_12.678938', 5078, 6384, 1307, 's_9002000001215917_3.strict.fa', 'NODE_71_length_8421_cov_10.562874', 5320, 6624, 's_9002000001287540_19.strict.fa']"
HGT_seq_149,NODE_100_length_5226_cov_11.170180_1988_3670,NODE_281_length_1683_cov_7.649263_1_1683,NODE_100_length_5226_cov_11.170180,NODE_281_length_1683_cov_7.649263,s_9002000001373308_1.strict.fa,s_9002000001447950_2.strict.fa,1988,3670,1,1683,5226,1683,1683,99.228,False,True,"['NODE_100_length_5226_cov_11.170180', 1988, 3670, 1683, 's_9002000001373308_1.strict.fa', 'NODE_281_length_1683_cov_7.649263', 1, 1683, 's_9002000001447950_2.strict.fa']"
HGT_seq_150,NODE_27_length_12438_cov_12.947670_1821_12438,NODE_23_length_10665_cov_9.557964_10665_47,NODE_27_length_12438_cov_12.947670,NODE_23_length_10665_cov_9.557964,s_9002000001215917_3.strict.fa,s_9002000001447950_2.strict.fa,1821,12438,10665,47,12438,10665,10620,99.463,True,True,"['NODE_27_length_12438_cov_12.947670', 1821, 12438, 10620, 's_9002000001215917_3.strict.fa', 'NODE_23_length_10665_cov_9.557964', 10665, 47, 's_9002000001447950_2.strict.fa']"
HGT_seq_151,NODE_17_length_22434_cov_14.440145_17637_21786,NODE_145_length_4150_cov_15.142857_4150_1,NODE_17_length_22434_cov_14.440145,NODE_145_length_4150_cov_15.142857,s_9002000001287540_19.strict.fa,s_9002000001373308_1.strict.fa,17637,21786,4150,1,22434,4150,4152,99.253,False,True,"['NODE_17_length_22434_cov_14.440145', 17637, 21786, 4152, 's_9002000001287540_19.strict.fa', 'NODE_145_length_4150_cov_15.142857', 4150, 1, 's_9002000001373308_1.strict.fa']"
HGT_seq_152,NODE_19_length_12654_cov_14.835146_4962_12654,NODE_60_length_7761_cov_7.610953_7761_69,NODE_19_length_12654_cov_14.835146,NODE_60_length_7761_cov_7.610953,s_9002000001373308_1.strict.fa,s_9002000001447950_2.strict.fa,4962,12654,7761,69,12654,7761,7693,99.298,True,True,"['NODE_19_length_12654_cov_14.835146', 4962, 12654, 7693, 's_9002000001373308_1.strict.fa', 'NODE_60_length_7761_cov_7.610953', 7761, 69, 's_9002000001447950_2.strict.fa']"
HGT_seq_153,NODE_4043_length_5051_cov_11.803243_1_4994,NODE_19_length_12654_cov_14.835146_4994_1,NODE_4043_length_5051_cov_11.803243,NODE_19_length_12654_cov_14.835146,s_9002000001312311_33.orig.fa,s_9002000001373308_1.strict.fa,1,4994,4994,1,5051,12654,4994,99.7,True,True,"['NODE_4043_length_5051_cov_11.803243', 1, 4994, 4994, 's_9002000001312311_33.orig.fa', 'NODE_19_length_12654_cov_14.835146', 4994, 1, 's_9002000001373308_1.strict.fa']"
HGT_seq_154,NODE_121_length_4848_cov_11.410182_1_3425,NODE_82_length_6449_cov_9.386612_3425_1,NODE_121_length_4848_cov_11.410182,NODE_82_length_6449_cov_9.386612,s_9002000001215917_3.strict.fa,s_9002000001410650_3.permissive.fa,1,3425,3425,1,4848,6449,3425,99.737,True,False,"['NODE_121_length_4848_cov_11.410182', 1, 3425, 3425, 's_9002000001215917_3.strict.fa', 'NODE_82_length_6449_cov_9.386612', 3425, 1, 's_9002000001410650_3.permissive.fa']"
HGT_seq_155,NODE_31_length_9381_cov_16.044606_339_9381,NODE_140_length_56262_cov_28.275749_35881_44923,NODE_31_length_9381_cov_16.044606,NODE_140_length_56262_cov_28.275749,s_9002000001373308_1.strict.fa,s_9002000001479951_31.orig.fa,339,9381,35881,44923,9381,56262,9043,99.248,False,True,"['NODE_31_length_9381_cov_16.044606', 339, 9381, 9043, 's_9002000001373308_1.strict.fa', 'NODE_140_length_56262_cov_28.275749', 35881, 44923, 's_9002000001479951_31.orig.fa']"
HGT_seq_156,NODE_55_length_8533_cov_7.736377_6009_8533,NODE_293_length_14365_cov_10.428162_9432_6908,NODE_55_length_8533_cov_7.736377,NODE_293_length_14365_cov_10.428162,s_9002000001215917_3.strict.fa,s_9002000001433400_13.orig.fa,6009,8533,9432,6908,8533,14365,2525,99.406,False,False,"['NODE_55_length_8533_cov_7.736377', 6009, 8533, 2525, 's_9002000001215917_3.strict.fa', 'NODE_293_length_14365_cov_10.428162', 9432, 6908, 's_9002000001433400_13.orig.fa']"
HGT_seq_157,NODE_157_length_3840_cov_5.185997_2695_3840,NODE_139_length_3888_cov_8.941038_1_1146,NODE_157_length_3840_cov_5.185997,NODE_139_length_3888_cov_8.941038,s_9002000001215917_3.strict.fa,s_9002000001334186_16.strict.fa,2695,3840,1,1146,3840,3888,1146,99.564,True,False,"['NODE_157_length_3840_cov_5.185997', 2695, 3840, 1146, 's_9002000001215917_3.strict.fa', 'NODE_139_length_3888_cov_8.941038', 1, 1146, 's_9002000001334186_16.strict.fa']"
HGT_seq_158,NODE_8_length_17934_cov_12.009676_2556_4977,NODE_235_length_2422_cov_8.753274_2422_1,NODE_8_length_17934_cov_12.009676,NODE_235_length_2422_cov_8.753274,s_9002000001215917_3.strict.fa,s_9002000001447950_2.strict.fa,2556,4977,2422,1,17934,2422,2422,99.133,False,True,"['NODE_8_length_17934_cov_12.009676', 2556, 4977, 2422, 's_9002000001215917_3.strict.fa', 'NODE_235_length_2422_cov_8.753274', 2422, 1, 's_9002000001447950_2.strict.fa']"
HGT_seq_159,NODE_126_length_4597_cov_18.942536_1_4597,NODE_58_length_9549_cov_16.838740_5346_749,NODE_126_length_4597_cov_18.942536,NODE_58_length_9549_cov_16.838740,s_9002000001373308_1.strict.fa,s_9002000001476065_22.strict.fa,1,4597,5346,749,4597,9549,4598,99.195,False,True,"['NODE_126_length_4597_cov_18.942536', 1, 4597, 4598, 's_9002000001373308_1.strict.fa', 'NODE_58_length_9549_cov_16.838740', 5346, 749, 's_9002000001476065_22.strict.fa']"
HGT_seq_160,NODE_15_length_20739_cov_16.496857_1111_11688,NODE_54_length_10579_cov_8.589795_1_10579,NODE_15_length_20739_cov_16.496857,NODE_54_length_10579_cov_8.589795,s_9002000001247124_37.permissive.fa,s_9002000001416675_19.permissive.fa,1111,11688,1,10579,20739,10579,10580,99.386,False,True,"['NODE_15_length_20739_cov_16.496857', 1111, 11688, 10580, 's_9002000001247124_37.permissive.fa', 'NODE_54_length_10579_cov_8.589795', 1, 10579, 's_9002000001416675_19.permissive.fa']"
HGT_seq_161,NODE_145_length_4150_cov_15.142857_1_4150,NODE_5_length_17776_cov_10.871170_7707_11856,NODE_145_length_4150_cov_15.142857,NODE_5_length_17776_cov_10.871170,s_9002000001373308_1.strict.fa,s_9002000001410650_3.permissive.fa,1,4150,7707,11856,4150,17776,4152,99.205,False,True,"['NODE_145_length_4150_cov_15.142857', 1, 4150, 4152, 's_9002000001373308_1.strict.fa', 'NODE_5_length_17776_cov_10.871170', 7707, 11856, 's_9002000001410650_3.permissive.fa']"
HGT_seq_162,NODE_19_length_12654_cov_14.835146_1_3624,NODE_109_length_5159_cov_6.755486_1536_5159,NODE_19_length_12654_cov_14.835146,NODE_109_length_5159_cov_6.755486,s_9002000001373308_1.strict.fa,s_9002000001447950_2.strict.fa,1,3624,1536,5159,12654,5159,3624,99.531,True,False,"['NODE_19_length_12654_cov_14.835146', 1, 3624, 3624, 's_9002000001373308_1.strict.fa', 'NODE_109_length_5159_cov_6.755486', 1536, 5159, 's_9002000001447950_2.strict.fa']"
HGT_seq_163,NODE_36_length_14643_cov_10.591376_1_611,NODE_206_length_3088_cov_8.803495_1220_610,NODE_36_length_14643_cov_10.591376,NODE_206_length_3088_cov_8.803495,s_9002000001287540_19.strict.fa,s_9002000001373308_1.strict.fa,1,611,1220,610,14643,3088,611,99.345,False,False,"['NODE_36_length_14643_cov_10.591376', 1, 611, 611, 's_9002000001287540_19.strict.fa', 'NODE_206_length_3088_cov_8.803495', 1220, 610, 's_9002000001373308_1.strict.fa']"
HGT_seq_164,NODE_254_length_2325_cov_8.728194_1_2325,NODE_107_length_5275_cov_8.571839_2361_37,NODE_254_length_2325_cov_8.728194,NODE_107_length_5275_cov_8.571839,s_9002000001373308_1.strict.fa,s_9002000001462195_20.permissive.fa,1,2325,2361,37,2325,5275,2325,99.054,True,True,"['NODE_254_length_2325_cov_8.728194', 1, 2325, 2325, 's_9002000001373308_1.strict.fa', 'NODE_107_length_5275_cov_8.571839', 2361, 37, 's_9002000001462195_20.permissive.fa']"
HGT_seq_165,NODE_19_length_12654_cov_14.835146_1_12654,NODE_32_length_14565_cov_12.362646_1790_14443,NODE_19_length_12654_cov_14.835146,NODE_32_length_14565_cov_12.362646,s_9002000001373308_1.strict.fa,s_9002000001462195_20.permissive.fa,1,12654,1790,14443,12654,14565,12654,99.494,True,True,"['NODE_19_length_12654_cov_14.835146', 1, 12654, 12654, 's_9002000001373308_1.strict.fa', 'NODE_32_length_14565_cov_12.362646', 1790, 14443, 's_9002000001462195_20.permissive.fa']"
HGT_seq_166,NODE_243_length_2242_cov_9.932785_963_2242,NODE_1514_length_3999_cov_12.182049_1583_2862,NODE_243_length_2242_cov_9.932785,NODE_1514_length_3999_cov_12.182049,s_9002000001215917_3.strict.fa,s_9002000001433400_13.orig.fa,963,2242,1583,2862,2242,3999,1280,99.375,False,False,"['NODE_243_length_2242_cov_9.932785', 963, 2242, 1280, 's_9002000001215917_3.strict.fa', 'NODE_1514_length_3999_cov_12.182049', 1583, 2862, 's_9002000001433400_13.orig.fa']"
HGT_seq_167,NODE_30_length_11888_cov_11.375391_2584_11888,NODE_54_length_9464_cov_16.910192_25_9330,NODE_30_length_11888_cov_11.375391,NODE_54_length_9464_cov_16.910192,s_9002000001215917_3.strict.fa,s_9002000001473223_36.strict.fa,2584,11888,25,9330,11888,9464,9306,99.022,True,True,"['NODE_30_length_11888_cov_11.375391', 2584, 11888, 9306, 's_9002000001215917_3.strict.fa', 'NODE_54_length_9464_cov_16.910192', 25, 9330, 's_9002000001473223_36.strict.fa']"
HGT_seq_168,NODE_103_length_5631_cov_15.785689_1_5631,NODE_58_length_38570_cov_14.213319_20628_26257,NODE_103_length_5631_cov_15.785689,NODE_58_length_38570_cov_14.213319,s_9002000001247124_37.permissive.fa,s_9002000001433400_13.orig.fa,1,5631,20628,26257,5631,38570,5631,99.556,False,True,"['NODE_103_length_5631_cov_15.785689', 1, 5631, 5631, 's_9002000001247124_37.permissive.fa', 'NODE_58_length_38570_cov_14.213319', 20628, 26257, 's_9002000001433400_13.orig.fa']"
HGT_seq_169,NODE_231_length_1685_cov_7.846012_1_1680,NODE_4_length_43082_cov_14.602389_41402_43082,NODE_231_length_1685_cov_7.846012,NODE_4_length_43082_cov_14.602389,s_9002000001247124_37.permissive.fa,s_9002000001287540_19.strict.fa,1,1680,41402,43082,1685,43082,1681,99.405,True,True,"['NODE_231_length_1685_cov_7.846012', 1, 1680, 1681, 's_9002000001247124_37.permissive.fa', 'NODE_4_length_43082_cov_14.602389', 41402, 43082, 's_9002000001287540_19.strict.fa']"
HGT_seq_170,NODE_157_length_3840_cov_5.185997_2701_3840,NODE_88_length_5812_cov_11.467605_1_1140,NODE_157_length_3840_cov_5.185997,NODE_88_length_5812_cov_11.467605,s_9002000001215917_3.strict.fa,s_9002000001287540_19.strict.fa,2701,3840,1,1140,3840,5812,1140,99.474,True,False,"['NODE_157_length_3840_cov_5.185997', 2701, 3840, 1140, 's_9002000001215917_3.strict.fa', 'NODE_88_length_5812_cov_11.467605', 1, 1140, 's_9002000001287540_19.strict.fa']"
HGT_seq_171,NODE_24_length_13262_cov_9.779284_1_8483,NODE_27_length_14171_cov_6.258926_8484_1,NODE_24_length_13262_cov_9.779284,NODE_27_length_14171_cov_6.258926,s_9002000001215917_3.strict.fa,s_9002000001416675_19.permissive.fa,1,8483,8484,1,13262,14171,8484,99.328,True,False,"['NODE_24_length_13262_cov_9.779284', 1, 8483, 8484, 's_9002000001215917_3.strict.fa', 'NODE_27_length_14171_cov_6.258926', 8484, 1, 's_9002000001416675_19.permissive.fa']"
HGT_seq_172,NODE_207_length_2896_cov_11.380852_753_2871,NODE_175_length_3346_cov_6.537830_1228_3346,NODE_207_length_2896_cov_11.380852,NODE_175_length_3346_cov_6.537830,s_9002000001215917_3.strict.fa,s_9002000001447950_2.strict.fa,753,2871,1228,3346,2896,3346,2119,99.528,False,False,"['NODE_207_length_2896_cov_11.380852', 753, 2871, 2119, 's_9002000001215917_3.strict.fa', 'NODE_175_length_3346_cov_6.537830', 1228, 3346, 's_9002000001447950_2.strict.fa']"
HGT_seq_173,NODE_28_length_12384_cov_13.669478_9321_12384,NODE_12_length_23788_cov_12.600514_1_3064,NODE_28_length_12384_cov_13.669478,NODE_12_length_23788_cov_12.600514,s_9002000001215917_3.strict.fa,s_9002000001462195_20.permissive.fa,9321,12384,1,3064,12384,23788,3064,99.51,True,False,"['NODE_28_length_12384_cov_13.669478', 9321, 12384, 3064, 's_9002000001215917_3.strict.fa', 'NODE_12_length_23788_cov_12.600514', 1, 3064, 's_9002000001462195_20.permissive.fa']"
HGT_seq_174,NODE_121_length_4848_cov_11.410182_31_1477,NODE_119_length_4605_cov_13.879780_1447_1,NODE_121_length_4848_cov_11.410182,NODE_119_length_4605_cov_13.879780,s_9002000001215917_3.strict.fa,s_9002000001323502_21.permissive.fa,31,1477,1447,1,4848,4605,1447,99.447,True,False,"['NODE_121_length_4848_cov_11.410182', 31, 1477, 1447, 's_9002000001215917_3.strict.fa', 'NODE_119_length_4605_cov_13.879780', 1447, 1, 's_9002000001323502_21.permissive.fa']"
HGT_seq_175,NODE_145_length_4150_cov_15.142857_1_4150,NODE_47_length_10058_cov_13.634210_9945_5797,NODE_145_length_4150_cov_15.142857,NODE_47_length_10058_cov_13.634210,s_9002000001373308_1.strict.fa,s_9002000001580090_45.strict.fa,1,4150,9945,5797,4150,10058,4151,99.253,True,True,"['NODE_145_length_4150_cov_15.142857', 1, 4150, 4151, 's_9002000001373308_1.strict.fa', 'NODE_47_length_10058_cov_13.634210', 9945, 5797, 's_9002000001580090_45.strict.fa']"
HGT_seq_176,NODE_19_length_12654_cov_14.835146_4968_12654,NODE_16_length_17548_cov_14.493054_1_7687,NODE_19_length_12654_cov_14.835146,NODE_16_length_17548_cov_14.493054,s_9002000001373308_1.strict.fa,s_9002000001476065_22.strict.fa,4968,12654,1,7687,12654,17548,7687,99.298,True,False,"['NODE_19_length_12654_cov_14.835146', 4968, 12654, 7687, 's_9002000001373308_1.strict.fa', 'NODE_16_length_17548_cov_14.493054', 1, 7687, 's_9002000001476065_22.strict.fa']"
HGT_seq_177,NODE_3_length_32329_cov_14.628432_11757_17231,NODE_107_length_5476_cov_9.348644_1_5475,NODE_3_length_32329_cov_14.628432,NODE_107_length_5476_cov_9.348644,s_9002000001247124_37.permissive.fa,s_9002000001484586_20.permissive.fa,11757,17231,1,5475,32329,5476,5475,99.068,False,True,"['NODE_3_length_32329_cov_14.628432', 11757, 17231, 5475, 's_9002000001247124_37.permissive.fa', 'NODE_107_length_5476_cov_9.348644', 1, 5475, 's_9002000001484586_20.permissive.fa']"
